OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.520333	0.525333	0.657667	0.158233227931697	0.377499399377211	0
0.515667	0.521667	0.669667	1.17567342936862	3.55053388127964	0
0.519	0.521333	0.653667	0.263239464907741	0.907374938386657	0
0.516333	0.520667	0.669667	0.93516807973751	3.01549392046072	0
0.508333	0.514	0.638667	2.89721727484207	8.7102742625026	0
0.506	0.513333	0.647	3.25664877627283	10.6575897830065	0
0.517	0.521667	0.673333	1.65427190596488	4.0395863526202	0
0.517333	0.52	0.656333	0.450643956424166	1.36093412187376	0
0.508667	0.515	0.641333	3.07136601497987	8.71788217113161	0
0.520333	0.525	0.656667	0.201069357085024	0.385989551556320	0
0.518667	0.521667	0.653	0.265545208875549	0.956107702353687	0
0.518333	0.521	0.653333	0.312551645081747	1.00700138786875	0
0.519333	0.521667	0.653667	0.262194634081042	0.810345193878823	0
0.517	0.521667	0.671	0.767096619136406	2.71007288851707	0
0.505667	0.514	0.647333	3.25949268297158	10.9839144880354	0
0.516	0.522333	0.669	1.17596371226380	3.24379722570152	0
0.515	0.521667	0.668667	1.29005931218573	4.04588928151836	0
0.515333	0.522	0.669667	1.36250562076533	3.9846945099728	0
0.515	0.522	0.669333	1.536	4.34414285106084	0
0.515333	0.521667	0.669333	1.24713134116548	4.00836332991478	0
0.515333	0.521	0.666667	1.14968634005889	3.69874777377528	0
0.521667	0.524333	0.659667	0.215857750858552	0.469737426376503	0
0.521	0.523667	0.658667	0.266386086662728	0.56261901532613	0
0.516	0.523333	0.669667	1.06652824128222	3.14504329997082	0
0.516	0.523	0.666667	1.06666666666667	3.16182339562997	0
0.519	0.523667	0.658	0.266596508194147	0.829991452824452	0
0.518667	0.523667	0.656333	0.263239464907741	0.864590406133758	0
0.517667	0.522	0.669667	0.839679181439658	2.41889611831067	0
0.518	0.522	0.670667	0.749277583884863	2.26288347809727	0
0.518	0.522	0.671333	0.749277583884863	2.42857745703847	0
0.518333	0.522	0.671333	0.843009879470235	2.42344975813450	0
0.516	0.520667	0.669	1.53583479881517	3.84640135244372	0
0.517	0.52	0.668667	1.53533924504348	3.83915584729956	0
0.516	0.519667	0.667	1.66628002088017	4.04230554570639	0
0.516	0.52	0.668667	1.536	3.90024490748755	0
0.515333	0.521	0.669	1.53583479881517	3.89876497972596	0
0.520333	0.524333	0.658667	0.158233227931697	0.39481295033237	0
0.52	0.524	0.657667	0.214721403662784	0.526133552147595	0
0.521	0.524667	0.654667	0.0659533592230548	0.157036051028411	0
0.522	0.524667	0.656333	0.0664461062015644	0.193660346372299	0
0.521333	0.524667	0.656	0.0664461062015644	0.153647160347818	0
