OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.510667	0.516667	0.661333	0.918097078101314	1.87497236175804	0
0.511333	0.517	0.659667	0.657832827675559	1.77337052849465	0
0.507333	0.512667	0.672333	3.84964060387912	10.7300918098953	0
0.506	0.511333	0.677	4.69695379402228	13.1438503589711	0
0.507667	0.511667	0.651	0.682221334076331	1.33691237266821	0
0.506667	0.51	0.65	1.80106068414748	2.77647416334816	0
0.51	0.518	0.663333	0.647045512422805	1.85607401950344	0
0.509333	0.516	0.661	0.92713129657568	2.17832172142412	0
0.51	0.517333	0.659	0.730736706263842	1.92702327178316	0
0.508333	0.512667	0.679	4.7037180623901	11.3737309100409	0
0.508	0.512333	0.678	4.26639739636245	11.2459152435485	0
0.508	0.512	0.677667	4.48094420561433	11.1692203293782	0
0.509333	0.515667	0.664667	1.12681676728075	3.00704646295936	0
0.506667	0.512	0.673	4.48204654696733	11.5296932429309	0
0.506333	0.512333	0.669333	4.05435694817239	11.7502641717831	0
0.507	0.512333	0.672	4.05435694817239	10.9444776788171	0
0.509	0.515667	0.655667	1.02226163691051	2.37544562986383	0
0.510667	0.517	0.657333	0.57513816006341	1.69247498323403	0
0.510333	0.516333	0.656667	0.673675775320615	1.97704765194220	0
0.510667	0.516667	0.663	0.918097078101314	2.19525989460088	0
0.511333	0.518	0.664333	0.721778468177596	1.82353669619012	0
0.508667	0.512333	0.65	0.521787747741012	1.12051381822967	0
0.509	0.512333	0.65	0.521104636049527	1.09982885720693	0
0.509333	0.520333	0.662667	0.92713129657568	2.71262662638733	0
0.509	0.519333	0.664	1.02701544017424	2.97857029579656	0
0.509	0.519	0.664667	0.94819994862048	3.07457468956465	0
0.512	0.517	0.664	0.814716814892282	1.71699407868773	0
0.51	0.515333	0.658667	0.809743163566982	2.52920306348076	0
0.511	0.518667	0.662667	0.560883522211721	1.52800745991558	0
0.511	0.518333	0.661667	0.560883522211721	1.46643933831864	0
0.505667	0.511667	0.648667	0.624979840735555	1.57920813827626	0
0.507	0.511333	0.647	0.472216199966187	1.30561697757395	0
0.506667	0.511333	0.649	0.54820131832993	1.44387410555021	0
0.506667	0.511667	0.648667	0.543606041428298	1.22010442088206	0
0.506667	0.512667	0.673333	4.26424350536718	11.3988139304512	0
0.506667	0.513	0.672667	3.84835819714378	11.1117040136696	0
0.510333	0.517	0.662667	0.823974609374998	1.91306137403814	0
0.510333	0.516667	0.66	0.918097078101314	1.94170169887921	0
0.510333	0.516667	0.662	1.01724753726374	2.20168875792188	0
0.510333	0.516667	0.660667	1.01724753726374	2.11081146321397	0
0.507333	0.512667	0.673667	3.84835819714378	11.0514270383815	0
0.507667	0.512333	0.671667	3.84835819714378	10.7271004218066	0
0.506	0.512	0.675333	4.47102852958018	12.9094841565586	0
0.506	0.512	0.676	4.91849485755299	13.0129674623010	0
0.505667	0.511667	0.676	4.69385493820606	13.3174768755397	0
0.506333	0.511333	0.675667	4.69385493820606	13.1407515031549	0
0.505667	0.511333	0.675	4.69695379402228	13.3130602505142	0
0.506	0.511333	0.677667	4.92483119212991	13.3717277570788	1
0.505	0.511	0.675	4.92195059585919	14.1104802592494	0
0.506	0.511667	0.676667	4.91849485755299	13.0267440238028	0
0.505667	0.511667	0.676333	4.91849485755299	13.3613647904348	0
0.505667	0.511667	0.675	4.47102852958018	13.2957306913345	0
0.505667	0.512667	0.675333	3.84835819714378	12.304121535105	0
0.505667	0.512333	0.675	4.26235924661814	13.0549836202034	0
0.508	0.514333	0.655	0.3890562998156	0.935636834600835	0
0.507	0.513667	0.655	0.3890562998156	1.02098148028957	0
0.507	0.513	0.654667	0.393468343671321	0.97474150214816	0
0.509667	0.517	0.666	1.23059696747409	3.21557878299234	0
0.51	0.517	0.665	1.13194352148928	3.02757618548875	0
0.506667	0.510333	0.651	1.80106068414748	2.8573872681447	0
0.506333	0.510333	0.649333	1.80106068414748	2.84956207955499	0
0.506333	0.51	0.649	1.80106068414748	2.78110829402312	0
0.510333	0.519	0.663667	0.571864815178326	1.64971423234488	0
0.508	0.512333	0.676333	4.48094420561433	11.0032714254409	0
0.508	0.512	0.676667	4.26424350536718	11.1212751048895	0
0.507667	0.512667	0.678333	4.26558963068869	11.4272595579346	0
0.507	0.512667	0.676333	4.26558963068869	11.929055054321	0
0.506667	0.513	0.677	4.48094420561433	12.2514206587526	0
0.507	0.511667	0.676333	4.26558963068869	12.4047456042148	0
