OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.509	0.511667	0.652333	0.265545208875551	0.709509470697179	0
0.506333	0.514	0.67	1.79820724449935	5.947258568348	0
0.505667	0.512	0.668667	2.24222062839582	6.81881800854267	0
0.506333	0.512667	0.668333	2.09047499308966	6.53004915094026	0
0.509	0.511333	0.652333	0.265545208875551	0.834859271088075	0
0.509667	0.512667	0.660333	0.203401469053481	0.586209318704203	0
0.510667	0.513667	0.659	0.203401469053481	0.426618393431733	0
0.504667	0.507	0.641667	1.90526559043335	5.89560748749103	0
0.509333	0.512	0.653667	0.261012936980151	0.714263861021867	0
0.505	0.511	0.652667	1.71724756260477	3.86660403219744	0
0.510333	0.515	0.665333	0.409607309928378	1.12619510042155	0
0.510667	0.514667	0.665667	0.409607309928378	1.12746986374374	0
0.511	0.515	0.667333	0.450099076220201	1.2036702865234	0
0.51	0.516667	0.666667	0.403462303214131	1.17375489829374	0
0.510333	0.515	0.666333	0.53840733879506	1.26437772603766	0
0.506667	0.511	0.663333	0.620964695521162	1.88991320037405	0
0.509	0.512667	0.654667	0.38098290825175	0.98934743670148	0
0.509	0.513	0.653333	0.265545208875551	0.658501452044447	0
0.508667	0.512667	0.653333	0.214721403662784	0.695104548928624	0
0.508	0.513667	0.667	0.740592989410819	1.81737874433987	0
0.507333	0.512333	0.665333	0.643535100115797	1.78912887107701	0
0.506	0.514333	0.671333	1.79820724449935	6.09068491132707	0
0.506333	0.513333	0.671333	1.94025363974749	6.26722703578325	0
0.505667	0.513333	0.671333	2.08377152488672	7.04042599238538	0
0.507667	0.51	0.648667	0.381903575859773	1.42865538614664	0
0.508667	0.512667	0.657	0.446836473654542	1.14451928631108	0
0.508	0.512	0.657	0.592470269550976	1.25774158696604	0
0.508333	0.511667	0.655	0.592470269550976	1.20196463956168	0
0.506667	0.511	0.666333	0.77040085386117	2.00437836576684	0
0.505333	0.512333	0.668333	2.39918086408061	7.23945581075894	0
0.509333	0.512333	0.66	0.266666666666667	0.726578684781651	0
0.51	0.513	0.660667	0.215984192282200	0.638565160152547	0
0.509333	0.512667	0.659667	0.254845133291696	0.636184011730737	0
0.510333	0.513	0.658	0.203401469053481	0.433034981479162	0
0.511667	0.514333	0.658333	0.203401469053481	0.425802727742829	0
0.508667	0.512667	0.651667	0.321107730007071	0.686229872159009	0
0.508667	0.513	0.653	0.321723168530606	0.683053740017641	0
0.508667	0.513667	0.665	0.566576471180071	1.51380808066362	0
0.509	0.513667	0.663667	0.494477702336722	1.29048451890700	0
0.507667	0.512667	0.666	0.733065827282142	1.81143794152265	0
0.505667	0.512	0.672333	2.08894189627257	7.57853235854622	1
0.506	0.512333	0.671667	2.08894189627257	7.04463833922097	0
0.505667	0.511333	0.669667	2.06314916783005	6.98087235923213	0
0.506333	0.513	0.670667	2.07841590180896	6.64837886408028	0
0.506	0.512	0.671333	1.93064867730471	6.90320326613637	0
0.506	0.513333	0.671	2.24023872963181	6.67756751187633	0
0.506	0.513667	0.671333	2.07153944485026	6.670714727219	0
0.509667	0.516	0.665667	0.628659629742802	1.37609759088208	0
0.51	0.515	0.666667	0.613103351528361	1.31009639823808	0
0.510333	0.515667	0.668333	0.613103351528361	1.31015203091663	0
0.51	0.515333	0.668333	0.53840733879506	1.52112242269243	0
0.509333	0.516	0.666333	0.605079528985202	1.45881734494133	0
0.509333	0.515	0.667	0.701061213232814	1.60959305616995	0
0.510667	0.517	0.667	0.343229191518872	1.09087692751526	0
0.511	0.515333	0.667667	0.282671674537428	0.934458746366912	0
0.507667	0.512333	0.664667	0.500907312371397	1.50527683772162	0
0.508	0.513	0.667	0.82835263315073	2.03822756088846	0
0.508333	0.513	0.666333	0.650708328701053	1.75574818867747	0
0.507667	0.513333	0.666333	0.740592989410819	1.94537571771869	0
0.507333	0.512333	0.664667	0.566576471180071	1.66301109765601	0
0.507667	0.511333	0.664667	0.559773206153527	1.83111331375045	0
0.505667	0.510667	0.659667	1.72949968289930	4.23986916379424	0
0.505	0.51	0.658333	1.74144050537293	4.24089218058151	0
0.505667	0.510333	0.657667	1.6018475175191	3.82397226827121	0
0.506667	0.514667	0.672333	1.93618730995551	5.9741953209582	0
0.506333	0.515	0.672333	2.08587725904352	6.25798501491055	0
0.506667	0.514	0.67	1.64777015326601	5.82435012653896	0
0.506333	0.513667	0.672	2.08377152488672	6.144057859023	0
0.505667	0.514	0.670667	1.79820724449935	6.08186676443105	0
0.506667	0.515	0.671667	1.64777015326601	5.6831751650256	0
0.506667	0.514333	0.671	1.79820724449935	5.84091498837541	0
0.506333	0.513333	0.672	2.08587725904352	6.4165463768717	0
0.506333	0.513	0.673	2.24142777219229	7.31901172282575	0
0.505667	0.512667	0.673	2.39918086408061	7.47429013971488	0
0.506333	0.512667	0.672	2.08760086212295	6.91874885933885	0
0.505667	0.512667	0.672667	2.21651882751527	7.35894507768923	0
0.505333	0.513	0.673	2.08760086212295	7.32542298727438	0
0.506	0.513	0.669	1.92364361839972	6.48975907022529	0
0.505	0.512	0.669333	2.56134599255769	8.23875263431947	0
0.505333	0.513667	0.671333	2.23667334269391	7.17305105034053	0
0.509667	0.515333	0.667667	0.803518720623523	1.85242530238312	0
0.510333	0.515333	0.668333	0.683973350931339	1.38140092110281	0
0.509333	0.516	0.667667	0.701061213232814	2.00516870286436	0
0.510333	0.515	0.668	0.701061213232814	1.61665670782771	0
0.510333	0.514667	0.664333	0.343229191518872	1.10072683879768	0
0.510333	0.514667	0.665	0.468524346533283	1.16936757176984	0
0.511	0.514	0.664333	0.545684910009483	1.34704465158616	0
0.51	0.514333	0.664	0.461680517082179	1.27423520492003	0
0.51	0.514333	0.662333	0.475229786707919	1.18786126992828	0
0.51	0.514333	0.668	0.980270224433264	1.78014516825863	0
0.51	0.514333	0.666667	0.885152642512552	1.69666577757283	0
0.511333	0.515	0.667	0.552808127662581	1.08344376747537	0
0.512	0.515333	0.666	0.343229191518872	0.928278574770277	0
0.510667	0.515333	0.663	0.337518744655321	0.985338445405599	0
0.512	0.514333	0.662333	0.403462303214131	1.03285127806145	0
0.511	0.514667	0.662333	0.322185122592578	0.986841580534875	0
0.504	0.507333	0.642333	1.94173328375841	6.75541902873788	0
0.503667	0.507333	0.642	1.66628002088017	6.35003724222733	0
0.503	0.507	0.639333	1.78113071989478	6.35741785110612	0
0.503	0.507333	0.64	1.66559275370742	6.22539919805661	0
