OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.513333	0.518	0.656	0.519155260413540	1.27439364812192	0
0.513	0.517333	0.655333	0.596841863339501	1.18826499762275	0
0.516333	0.522333	0.640333	0.00228212306845905	0.00345806472959901	0
0.503667	0.506667	0.628	2.20116319343499	7.50023127066794	0
0.505	0.507	0.628	2.19527026180127	6.8155860810718	0
0.504333	0.507333	0.630333	2.20116319343499	7.10067477817159	0
0.507	0.513	0.642667	1.17596371226380	3.6796731726513	0
0.514667	0.520667	0.642	0.0620765466365839	0.110755498141834	0
0.514	0.520667	0.644	0.0628289171885699	0.136700199426928	0
0.514667	0.52	0.643667	0.0628289171885699	0.138810311086824	0
0.507333	0.512333	0.644333	1.38977278552109	3.88789538123731	0
0.508333	0.512667	0.642	0.961843781594917	3.01107763287166	0
0.507333	0.513333	0.645333	1.51229650069849	3.82088847212317	0
0.507333	0.512667	0.645333	1.38191146422795	4.1071692674541	0
0.507	0.512333	0.645333	1.63548375245172	4.34215420170159	0
0.509	0.512667	0.673333	1.94395372825478	3.92997009530793	0
0.508	0.512667	0.673	1.80195281464521	4.12922758075236	0
0.503333	0.507333	0.629	3.20988611745534	8.31260039642167	0
0.513333	0.517667	0.653333	0.369936324196777	0.906331798566782	0
0.508667	0.512667	0.674333	2.08990002099092	4.31287864689033	0
0.509	0.512667	0.675	2.24142777219229	4.3328457212419	0
0.515667	0.522333	0.638667	0.022819563684541	0.0239364226649492	0
0.513667	0.518333	0.651667	0.308768180034082	0.854228887516669	0
0.513667	0.519	0.650667	0.310732790536964	0.826722199458559	0
0.515333	0.520333	0.645	0.0404054065859162	0.062021067856355	0
0.516	0.520667	0.643333	0.0221203779103539	0.0412509093712386	0
0.516	0.521667	0.645333	0.0221203779103539	0.0430947222776105	0
0.516333	0.521333	0.644333	0.0224891904817577	0.0263244405189093	0
0.516667	0.521	0.646	0.0240053549677188	0.0477905674593511	0
0.507	0.509667	0.633667	0.755117058043249	1.99064348978903	0
0.511333	0.516333	0.651667	0.765682591850357	1.60601285260513	0
0.511667	0.517	0.651	0.677220919868679	1.30243070171799	0
0.511333	0.516667	0.65	0.677220919868679	1.47538895127277	0
0.512	0.517	0.654333	0.592470269550978	1.34205433679317	0
0.512	0.516667	0.653667	0.592470269550978	1.36099020858244	0
0.509667	0.513667	0.635333	0.383916036440991	1.02315335671378	0
0.504667	0.508667	0.633	2.66803991748207	8.1318071048663	0
0.504	0.510333	0.637	0.862875995810964	2.7282528380348	0
0.518	0.521667	0.643333	0.00574446329479437	0.0103083644754628	0
0.509	0.512	0.672333	2.24023872963181	4.28582409333295	0
0.509333	0.512333	0.674333	2.08990002099092	4.32777054212467	0
0.508333	0.512	0.674667	2.08894189627257	4.79103283207098	1
0.508	0.512333	0.674	1.94284335924220	4.44725760017015	0
0.508333	0.512333	0.676	2.08760086212295	4.63954253693596	0
0.508667	0.512667	0.675	1.94173328375841	4.41702442591521	0
0.515	0.520667	0.637667	0.0416541422262562	0.0442609079954738	0
0.512	0.516667	0.655	0.762152967462397	1.62386294981413	0
0.513	0.517667	0.655667	0.767096619136406	1.32698621967723	0
0.513333	0.517333	0.655667	0.517890050988581	1.23898616250022	0
0.514	0.518	0.655333	0.59559126353486	1.09009364659834	0
0.516667	0.523	0.640667	0.00275460916241133	0.00615351535834794	0
0.516667	0.522667	0.639	0.00217819537010424	0.00303738333960136	0
0.503667	0.506	0.627333	2.20666982106335	7.63740757353507	0
0.504333	0.506333	0.626333	2.04774453465527	7.08239063641861	0
0.504667	0.506667	0.628	2.19527026180127	6.82035255596073	0
0.516	0.518333	0.653	0.199120085597783	0.556410667175633	0
0.514333	0.518667	0.653667	0.445570776366231	0.826899802747892	0
0.515	0.518667	0.653333	0.317121317785181	0.754608106836465	0
0.513333	0.518	0.654667	0.594133820822825	1.04488433931708	0
0.515	0.519	0.655	0.519155260413540	0.8319840845187	0
0.508333	0.511667	0.64	1.06611301607195	3.37528443702422	0
0.509	0.513667	0.642333	0.961054125753525	2.76611637797155	0
0.507667	0.513667	0.645667	1.38977278552109	3.78375715900477	0
0.507667	0.513	0.646	1.38599674309826	3.96533531974758	0
0.504667	0.510333	0.636	0.669256862947174	1.76071829723201	0
0.509333	0.513667	0.673	1.80248819135973	3.80515924287706	0
0.508667	0.512333	0.673333	2.09066666666667	4.17849899532604	0
0.508667	0.512333	0.672667	1.94395372825478	4.03130023645178	0
0.513667	0.517667	0.653667	0.369936324196777	0.926246788007892	0
0.513667	0.517667	0.653333	0.369936324196777	0.89088170361226	0
0.514333	0.518	0.655	0.369936324196777	0.965711342337658	0
0.513	0.518	0.652333	0.434257483929642	1.07013628304198	0
0.513333	0.518333	0.653667	0.369936324196777	0.94077176186721	0
0.514	0.518	0.651	0.369936324196777	0.802479740974915	0
0.513	0.517	0.652	0.434257483929642	1.10245910799823	0
