OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.505667	0.511	0.657	1.80248819135972	5.75400807360056	0
0.510667	0.517667	0.658	0.170441611012814	0.511294538687386	0
0.506	0.511	0.654667	1.94358357263748	5.55022657339582	0
0.504667	0.51	0.667667	2.24222062839582	7.8288885879512	0
0.510667	0.517	0.657	0.215857750858552	0.600085419207322	0
0.509667	0.519	0.664333	0.742530897901248	2.74278960117046	0
0.506333	0.51	0.661667	1.79393102266594	5.98042961098331	0
0.507667	0.511333	0.664333	1.65701305270708	6.07759888137985	0
0.507	0.510667	0.663667	1.65941328946413	5.95379267342699	0
0.507	0.512667	0.668	1.75142895742004	6.09234929626282	0
0.506667	0.512	0.668667	1.79820724449935	6.48402979583517	0
0.507	0.512333	0.668	1.75142895742004	6.21644923982908	0
0.505	0.512333	0.667667	1.91040320473018	6.78068654285827	0
0.505667	0.511667	0.666667	1.80266666666667	6.22485705517818	0
0.505	0.512333	0.666333	1.80248819135973	6.35299472620097	0
0.505	0.512	0.666333	1.80266666666667	6.37517365562886	0
0.505	0.510667	0.666667	2.09047499308966	7.53458420391857	0
0.504667	0.509667	0.666333	2.14333793885288	7.67042089317219	0
0.505333	0.511333	0.667333	1.94358357263748	6.9653061480695	0
0.505333	0.510333	0.668667	2.24222062839582	7.28921822303248	0
0.504667	0.51	0.668333	2.39979520400499	8.11902811659465	0
0.505667	0.510333	0.669667	2.33406573333781	8.2788550601218	0
0.505	0.510333	0.669667	2.4	8.44652061891534	0
0.506	0.51	0.668333	2.24261710484439	7.49221335989191	0
0.505667	0.509667	0.667333	2.39979520400499	7.91119634201747	0
0.513667	0.517667	0.646667	0.224572847596083	0.417633492674109	0
0.513333	0.519	0.647333	0.176797022455691	0.296368923201686	0
0.513333	0.52	0.650333	0.227745715082463	0.317373466893465	0
0.514	0.52	0.650333	0.230809465341186	0.301977384000442	0
0.514667	0.520333	0.65	0.0748967932678322	0.161293591759857	0
0.514667	0.520667	0.648333	0.047133072408504	0.115111351048432	0
0.515	0.520667	0.649667	0.104828455750117	0.159499747556315	0
0.514333	0.520333	0.650667	0.104828455750117	0.191407465469159	0
0.514333	0.52	0.649	0.104828455750117	0.172806734390045	0
0.512667	0.519	0.646	0.137267833125673	0.301427528828548	0
0.505333	0.51	0.657667	1.94395372825478	6.4933735832872	0
0.509	0.514	0.661	1.52264559435759	5.04830498733264	0
0.509	0.514667	0.660333	1.40872517965822	4.68428816992677	0
0.512333	0.521	0.659667	0.162656240001708	0.29181497351378	0
0.512	0.520333	0.659667	0.163923036043957	0.409976597729083	0
0.507667	0.514	0.646667	1.49903899134684	4.2874204544777	0
0.505333	0.511	0.658	1.94395372825478	5.89547361049562	0
0.505	0.511667	0.656667	1.94395372825478	5.9022153268373	0
0.505	0.511333	0.656667	1.94395372825478	6.01888525554248	0
0.505	0.511	0.655333	2.24261710484439	6.19571353145447	0
0.505333	0.511333	0.654	1.94395372825478	5.66358469389751	0
0.506	0.511	0.658333	1.87421054018109	5.9254425734687	0
0.506333	0.511	0.669333	2.13441526145994	6.98374158921684	0
0.504333	0.51	0.669667	2.7304488241057	9.09031894413276	1
0.504667	0.510333	0.655333	2.24261710484438	7.04028728313855	0
0.505333	0.509667	0.656667	2.08894189627257	7.00233011718486	0
0.504667	0.509667	0.656	2.24222062839582	7.42490229750346	0
0.505	0.510333	0.657667	2.08894189627257	7.42820545187987	0
0.505333	0.510333	0.655667	1.80248819135972	6.10219514680427	0
0.506333	0.510333	0.655	1.65427190596488	5.83230232308849	0
