OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.503333	0.507333	0.644333	0.592470269550976	1.70240177778788	0
0.507667	0.511	0.654	0.663972536303391	2.06417440091361	0
0.503667	0.509333	0.666333	1.75142895742004	4.54203467777275	0
0.506	0.511667	0.673333	2.22836426333022	5.40464331745827	0
0.504	0.506	0.651667	0.859508157523617	2.75136066633079	0
0.505667	0.511	0.671333	2.07841590180896	5.46676373876515	0
0.506667	0.511	0.672	2.07841590180896	5.14954538197778	0
0.503667	0.506	0.643333	0.856022199599738	2.41390520849603	0
0.506	0.511333	0.662333	1.17306240297272	3.0321117860762	0
0.503667	0.507	0.664333	2.39263239114584	5.57405964191533	0
0.503667	0.506667	0.664333	2.39488250334374	6.03077674124128	0
0.505667	0.510667	0.668	1.75142895742004	4.4419330418969	0
0.502	0.508	0.668333	3.84143649880399	11.4704920547595	0
0.501333	0.507667	0.668	4.03702441374295	12.4580107578304	0
0.501667	0.507667	0.668333	4.24944857091592	12.7082049005893	0
0.502	0.508333	0.668667	4.04122320422861	12.1288564923089	0
0.507	0.511	0.672667	2.07153944485026	5.17655375160541	0
0.507	0.511	0.673667	2.22085878199270	5.32347292468650	0
0.506667	0.511333	0.673667	2.07516737584023	5.02688925743748	0
0.506667	0.511667	0.674333	2.07153944485026	5.0202017684286	0
0.504	0.507667	0.645667	0.596841863339499	1.71750433731906	0
0.506667	0.509667	0.661333	1.27839392160731	3.66180067282029	0
0.506	0.509667	0.662667	1.39639244228014	4.06862599357458	0
0.504	0.506333	0.653667	1.17161301484108	3.23394066179652	0
0.503333	0.506667	0.651667	1.28687290467919	3.46957020273277	0
0.503333	0.507333	0.65	1.06168870247191	3.0933841063838	0
0.503333	0.507667	0.65	1.06168870247191	2.99750187819674	0
0.502667	0.506	0.65	1.66147192269359	3.84230136727312	0
0.502333	0.507	0.651333	1.94173328375841	4.3788545065964	0
0.502667	0.508333	0.65	0.809743163566982	2.17144028210160	0
0.503	0.508333	0.648333	0.804542479521807	2.12676990049009	0
0.507667	0.513667	0.662333	0.746016927391234	2.23690240956125	0
0.507333	0.511	0.653333	0.752311411253825	2.22478898614593	0
0.507	0.511	0.653	0.663972536303391	2.21323046609046	0
0.504667	0.51	0.665333	1.75142895742004	4.25124252865507	0
0.504333	0.51	0.666667	1.89391224739517	4.58077534129031	0
0.504333	0.509333	0.665667	1.75142895742004	4.44234858901898	0
0.508	0.511	0.672667	2.07516737584023	5.04012054532588	0
0.506	0.510667	0.672333	2.07841590180896	5.73239628306625	0
0.506	0.511	0.672	2.38690920829225	5.44834635742804	0
0.506333	0.511333	0.672667	2.07841590180896	5.02633609177443	0
0.506	0.511333	0.673333	2.22836426333022	5.99457593225821	0
0.506	0.510667	0.662	1.28930030794645	3.30590872153485	0
0.506	0.510667	0.662333	1.28930030794645	3.49033926188263	0
0.503667	0.506	0.663667	2.39672422533528	5.79285904804969	0
0.503333	0.505667	0.663333	2.39672422533528	6.40279218969395	0
0.503	0.505667	0.663333	2.56007843805409	6.66534555133932	0
0.505667	0.510667	0.669	1.74527030301694	4.52920791309014	0
0.502333	0.508333	0.667	3.64010548894011	10.8905287956386	0
0.502333	0.508	0.666667	3.84143649880399	11.0486823513178	0
