OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.513	0.516	0.675	1.16784855803312	2.41040819699651	0
0.513333	0.516	0.676	1.28096511444198	2.46137769783754	0
0.505667	0.509	0.637333	2.70436520649994	6.9069370620471	0
0.507333	0.514	0.667	2.08760086212295	5.5095477710586	0
0.507	0.514	0.666	2.08760086212295	5.73683549548291	0
0.506333	0.509667	0.641333	2.35412292167768	6.25917807444946	0
0.507333	0.511	0.643667	2.37527786326183	5.56381820116612	0
0.512333	0.515667	0.671	0.514782017213102	1.27513409902925	0
0.506333	0.510333	0.667333	2.49831983734560	7.68122266749544	0
0.506333	0.510667	0.666667	2.49831983734560	7.28256992465481	0
0.506667	0.511667	0.667667	2.56134599255769	7.22984268608236	0
0.505333	0.511	0.64	2.379560064669	6.41478249731571	0
0.508	0.513333	0.668	1.80106068414748	5.56211249484064	0
0.507333	0.512	0.666	2.09047499308967	5.98987051259197	0
0.512	0.513667	0.674	1.64401143123956	3.47257007319303	0
0.510333	0.513667	0.672333	1.64777015326601	3.47196579870098	0
0.509	0.512	0.655	1.29066666666667	4.05674103820657	0
0.511333	0.514333	0.671	1.05782456268062	2.44132490442156	0
0.511	0.515333	0.673333	1.16553480734228	2.54864443061104	0
0.506667	0.512	0.663	2.39815712441404	6.47614166964709	0
0.506	0.512	0.664667	2.31872175025663	6.88965321477122	0
0.504667	0.508	0.637	3.24528435022188	7.53080288142556	0
0.511667	0.516	0.671667	0.675558025199343	1.37716269665609	0
0.506667	0.511333	0.644667	2.05838896643981	6.10809236294194	0
0.506	0.510667	0.645333	2.53478757807252	6.64909076176416	0
0.507	0.509333	0.642	2.20116319343499	5.96654766786853	0
0.507	0.512	0.645	2.52428360145122	5.85403134237429	0
0.508333	0.511	0.664	1.78823674576857	4.94159342479638	0
0.508667	0.512	0.664333	1.52544385488382	4.49531002545268	0
0.508333	0.511667	0.665	1.52544385488382	4.73298702361121	0
0.511	0.512667	0.661	1.39923394931074	3.47661830238369	0
0.510333	0.512333	0.662667	1.52791490098692	3.97312475115532	0
0.509333	0.513	0.666	1.65119064207669	4.28247758625874	0
0.509667	0.513333	0.666333	1.39923394931074	4.03240239194990	0
0.509667	0.512667	0.658	1.28323582986768	3.74580199636370	0
0.512	0.515333	0.670333	0.590601449202264	1.43825623391066	0
0.511667	0.515	0.669333	0.512940881287067	1.35810067515772	0
0.512667	0.515333	0.667333	0.586251885443157	1.29300412400681	0
0.511333	0.513667	0.673333	1.39323838659157	3.00771410368653	0
0.511	0.513667	0.673	1.27235363400659	3.03632918698508	0
0.506667	0.510333	0.666333	2.5054267168173	7.29294264348256	0
0.506	0.51	0.667333	2.49831983734560	7.68482803670084	0
0.512667	0.515667	0.675333	1.16784855803312	2.41478428865656	0
0.513667	0.516333	0.677333	1.28096511444198	2.59554746364786	0
0.512333	0.516	0.674333	1.16553480734228	2.48154028530698	0
0.505667	0.511667	0.664333	2.72718213556236	7.48207221880454	0
0.506333	0.512333	0.664	2.39672422533528	6.8060305980343	0
0.505667	0.511667	0.644667	2.52428360145122	6.59669712596792	0
0.507	0.511667	0.644667	1.91040320473018	5.74207226884002	0
0.506667	0.509667	0.642667	2.20116319343499	5.76152704652356	0
0.508333	0.511667	0.664	1.65427190596488	4.71711086692321	0
0.51	0.512667	0.661667	1.28096511444198	3.73340198953777	0
0.512333	0.516	0.670333	0.594133820822825	1.2584917285097	0
0.512667	0.515667	0.670667	0.514782017213102	1.17072533996864	0
0.512	0.515667	0.67	0.586251885443157	1.40580750091912	0
0.509667	0.513	0.662667	1.52264559435759	3.91639887743108	0
0.505333	0.511	0.665333	2.65254051978071	7.84290261870051	0
0.505333	0.510667	0.667333	2.82768056653857	8.55066404549367	0
0.506333	0.510667	0.667333	2.34114765937070	7.36629739763222	0
0.507	0.511	0.667667	2.49080497330736	7.63319728207617	0
0.506667	0.510667	0.666333	2.66803991748207	7.22696074934014	0
0.506	0.511	0.667	2.66803991748207	7.57055883966004	0
0.507	0.511333	0.666333	2.39815712441404	6.96212423875587	0
0.506667	0.511	0.667333	2.39918086408061	7.18847444821335	0
0.507333	0.511333	0.668	2.56134599255769	7.12531310689952	0
0.505333	0.509667	0.638	2.70892160502945	7.27487878214859	0
0.505667	0.509	0.636667	2.53941564404495	6.47115013552071	0
0.505333	0.509333	0.637333	2.70436520649994	6.63639237860247	0
0.505333	0.51	0.635667	2.70436520649994	6.60007829895453	0
0.505	0.511667	0.639	2.70892160502945	7.0475143902623	0
0.507667	0.512667	0.667667	1.94358357263748	5.59456713122865	0
0.508667	0.513	0.667667	1.80106068414748	5.56010964605386	0
0.509	0.512	0.654667	1.29066666666667	3.92102613875367	0
0.511667	0.515	0.671667	0.95527271165627	2.41587120883952	0
0.511	0.514333	0.670333	1.05782456268062	2.44132490442156	0
0.511	0.515	0.674333	1.16293442309443	2.77120795380729	0
0.511333	0.516	0.674	1.16553480734228	2.65218274399258	0
0.507	0.513	0.667	2.08894189627257	6.4520429193748	0
0.505333	0.509667	0.665667	2.67515756740041	8.5290003651169	0
0.505667	0.510333	0.667	2.56007843805409	8.21919056619962	0
0.505667	0.511	0.668333	2.9025980203384	8.56184546501954	1
0.506667	0.512	0.662667	2.24142777219229	6.46726963144023	0
0.506	0.512667	0.664	2.24023872963181	6.5905734589777	0
0.506333	0.512333	0.664333	2.31872175025663	6.87626444824697	0
0.505667	0.511667	0.663667	2.31872175025663	6.99637254401995	0
0.506333	0.511667	0.664333	2.31872175025663	7.01801242963756	0
0.504667	0.508667	0.634	2.86904276534473	7.24698279682737	0
0.504333	0.508333	0.634667	3.22968754016988	7.50849837314765	0
0.504667	0.508333	0.637667	3.24528435022188	7.53080288142556	0
0.512	0.515667	0.673333	0.677220919868679	1.4293539271296	0
0.511667	0.515667	0.670667	0.675558025199343	1.48286905249774	0
0.505667	0.512	0.646333	2.52974318064486	6.51059772193955	0
0.505667	0.510333	0.645	2.71304707196564	7.24213524632508	0
0.507667	0.512333	0.663667	1.65427190596488	5.28704985079464	0
0.508	0.511667	0.665667	1.79393102266594	5.23595791417261	0
0.507667	0.511333	0.664333	1.92732902248407	5.3337759223891	0
