OneWayAcc	TwoWayAcc	FourWayAcc	ChiMaxs	ChiSums	Best
0.509333	0.514667	0.674667	1.40872517965822	3.94605613601178	0
0.513667	0.517333	0.658	0.167919747706997	0.426898519697705	0
0.509	0.516333	0.667667	1.17161301484108	2.88621497294270	0
0.508333	0.516333	0.667	1.28520531168236	3.04611710435001	0
0.507	0.514333	0.655667	1.78113071989479	4.76227608350319	0
0.507	0.514333	0.655	1.65119064207669	4.63752225738383	0
0.513333	0.520667	0.667	0.318345332549722	0.811761024472552	0
0.515	0.522	0.665667	0.318345332549722	0.607582163165974	0
0.509	0.515333	0.667667	1.28323582986768	3.11885577662353	0
0.514	0.521333	0.671	0.319418222209398	0.859643021481668	0
0.510667	0.515333	0.674	1.04682087434988	3.68605644240508	0
0.508667	0.514	0.672333	1.80106068414748	4.84340372191076	0
0.512	0.515667	0.663333	0.463325336147818	1.00546703467576	0
0.512333	0.516667	0.662333	0.274441312234747	0.8159532012512	0
0.512333	0.515333	0.663333	0.393468343671321	0.989332518652157	0
0.509667	0.515667	0.663	0.862875995810964	2.21475742548697	0
0.508	0.514333	0.656333	1.06652824128222	3.38084568438599	0
0.507	0.514333	0.653333	0.950816584519544	3.32700922474662	0
0.514667	0.517667	0.664667	0.409620157157101	0.9072335450557	0
0.512667	0.519667	0.665	0.26659650819415	0.841342763781552	0
0.513	0.520333	0.667333	0.322647398205029	0.96242844938571	0
0.512667	0.519333	0.664333	0.266666666666667	0.889126698366015	0
0.515667	0.520333	0.654333	0.0320930346056280	0.0667446263383017	0
0.515	0.519333	0.652333	0.0539049855738777	0.120338191083348	0
0.515	0.519667	0.653	0.0551201394202237	0.118877475720979	0
0.515333	0.519333	0.654333	0.0551201394202237	0.107999494419618	0
0.512667	0.517333	0.651	0.144491538313804	0.237964555582894	0
0.512667	0.517333	0.649333	0.108848692328395	0.199571103517692	0
0.512	0.516667	0.65	0.146730634112091	0.285270563463438	0
0.512667	0.516667	0.650667	0.108848692328395	0.219025192513610	0
0.509	0.515	0.664333	1.17306240297272	2.88470970578850	0
0.507333	0.512667	0.670333	1.80248819135972	5.73221823919304	0
0.506667	0.511	0.669	2.24261710484438	6.16508308117561	0
0.506	0.511333	0.670667	2.24261710484439	6.40346413255287	0
0.509333	0.514667	0.675333	1.40872517965822	4.05109849555326	0
0.508333	0.516667	0.667	1.28520531168236	2.97436459766102	0
0.509667	0.514667	0.674	1.17422252143144	3.80452818987132	0
0.513	0.521	0.668333	0.447922735579551	1.02548943764871	0
0.513333	0.521667	0.67	0.378644242439993	1.00290380483006	0
0.514667	0.521667	0.664333	0.317121317785181	0.606190242590836	0
0.509333	0.515667	0.668	1.40176200505005	3.43869796891607	0
0.51	0.513667	0.667	1.16784855803312	3.24082287994949	0
